id	area	invariant	formalism	artifact	formal_symbol	declaration_kind	proof_strength	property_suite	property_name	implementation_state
E7-SM-003	finite-boundary	join assign	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-JOIN-ASSIGN	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_join_assign	required-red-before-production
E7-SM-004	finite-boundary	merge canonical	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-MERGE-CANONICAL	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_merge_canonical	required-red-before-production
E7-SM-005	finite-boundary	quotient self	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-QUOTIENT-SELF	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_quotient_self	required-red-before-production
E7-SM-006	finite-boundary	quotient exact	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-QUOTIENT-EXACT	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_quotient_exact	required-red-before-production
E7-SM-007	finite-boundary	csr work	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-CSR-WORK	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_csr_work	required-red-before-production
E7-SM-008	finite-boundary	evidence stale	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-EVIDENCE-STALE	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_evidence_stale	required-red-before-production
E7-SM-009	finite-boundary	evidence binding	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-EVIDENCE-BINDING	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_evidence_binding	required-red-before-production
E7-SM-010	finite-boundary	evidence independence	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-EVIDENCE-INDEPENDENCE	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_evidence_independence	required-red-before-production
E7-SM-011	finite-boundary	evidence self	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-EVIDENCE-SELF	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_evidence_self	required-red-before-production
E7-SM-012	finite-boundary	no promotion	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-NO-PROMOTION	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_no_promotion	required-red-before-production
E7-SM-013	finite-boundary	valid witness	smt	proofs/smt/vco-e7-libcpg-assurance.smt2	E7-SMT-VALID-WITNESS	query	z3-finite-boundary	tests/libcpg_assurance_boundary_properties.rs	prop_e7_smt_valid_witness	required-red-before-production
