id	area	invariant	formalism	artifact	formal_symbol	proof_strength	implementation_owner	property_suite	property_name	implementation_state	model_evidence
E7-MF-TLA-022	manifest-facts	core dependency direction is independent	tla+	proofs/tla/LibcpgManifestLifecycle.tla	CoreDependencyDirectionIsIndependent	tlc-finite-exhaustive	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_tla_core_dependency_direction_is_independent	required-red-before-production	tlc-mutant:dependency-direction
E7-MF-TLA-023	manifest-facts	native stack bound is input independent	tla+	proofs/tla/LibcpgManifestLifecycle.tla	NativeStackBoundIsInputIndependent	tlc-finite-exhaustive	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_tla_native_stack_bound_is_input_independent	required-red-before-production	tlc-mutant:native-stack
E7-MF-TLA-024	manifest-facts	export work is linear	tla+	proofs/tla/LibcpgManifestLifecycle.tla	ExportWorkIsLinear	tlc-finite-exhaustive	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_tla_export_work_is_linear	required-red-before-production	tlc-mutant:linear-work
E7-MF-TLA-025	manifest-facts	terminal outcome is classified	tla+	proofs/tla/LibcpgManifestLifecycle.tla	TerminalOutcomeIsClassified	tlc-finite-exhaustive	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_tla_terminal_outcome_is_classified	required-red-before-production	tlc-mutant:terminal-outcome
E7-MF-TLA-026	manifest-facts	eventually terminal	tla+	proofs/tla/LibcpgManifestLifecycle.tla	EventuallyTerminal	tlc-finite-exhaustive	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_tla_eventually_terminal	required-red-before-production	tlc-mutant:eventually-terminal
E7-MF-SMT-001	manifest-facts	rename preserves durable id	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-RENAME-PRESERVES-DURABLE-ID	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_rename_preserves_durable_id	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-002	manifest-facts	parser mismatch no reuse	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-PARSER-MISMATCH-NO-REUSE	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_parser_mismatch_no_reuse	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-003	manifest-facts	grammar mismatch no reuse	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-GRAMMAR-MISMATCH-NO-REUSE	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_grammar_mismatch_no_reuse	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-004	manifest-facts	feature revision mismatch no reuse	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-FEATURE-REVISION-MISMATCH-NO-REUSE	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_feature_revision_mismatch_no_reuse	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-005	manifest-facts	source revision mismatch no reuse	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-SOURCE-REVISION-MISMATCH-NO-REUSE	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_source_revision_mismatch_no_reuse	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-006	manifest-facts	configuration mismatch no reuse	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-CONFIGURATION-MISMATCH-NO-REUSE	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_configuration_mismatch_no_reuse	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-007	manifest-facts	unknown compatibility no reuse	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-UNKNOWN-COMPATIBILITY-NO-REUSE	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_unknown_compatibility_no_reuse	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-008	manifest-facts	incomplete no reuse	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-INCOMPLETE-NO-REUSE	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_incomplete_no_reuse	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-009	manifest-facts	invalid range no reuse	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-INVALID-RANGE-NO-REUSE	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_invalid_range_no_reuse	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-010	manifest-facts	tombstone reactivation no reuse	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-TOMBSTONE-REACTIVATION-NO-REUSE	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_tombstone_reactivation_no_reuse	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-011	manifest-facts	durable dense roundtrip	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-DURABLE-DENSE-ROUNDTRIP	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_durable_dense_roundtrip	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-012	manifest-facts	dense injectivity	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-DENSE-INJECTIVITY	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_dense_injectivity	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-013	manifest-facts	dense no orphans	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-DENSE-NO-ORPHANS	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_dense_no_orphans	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-014	manifest-facts	tombstone not active	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-TOMBSTONE-NOT-ACTIVE	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_tombstone_not_active	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-015	manifest-facts	historical id not reused	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-HISTORICAL-ID-NOT-REUSED	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_historical_id_not_reused	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-016	manifest-facts	deterministic canonical export	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-DETERMINISTIC-CANONICAL-EXPORT	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_deterministic_canonical_export	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-017	manifest-facts	incomplete no absence	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-INCOMPLETE-NO-ABSENCE	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_incomplete_no_absence	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-018	adapter-boundary	lowering no provenance orphan	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-LOWERING-NO-PROVENANCE-ORPHAN	z3-finite-boundary	vinary-libcpg-adapter	proofs/required_red/libcpg_manifest/tests/adapter.rs	prop_e7_mf_smt_lowering_no_provenance_orphan	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-019	adapter-boundary	many to many preserved	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-MANY-TO-MANY-PRESERVED	z3-finite-boundary	vinary-libcpg-adapter	proofs/required_red/libcpg_manifest/tests/adapter.rs	prop_e7_mf_smt_many_to_many_preserved	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-020	adapter-boundary	core dependency independence	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-CORE-DEPENDENCY-INDEPENDENCE	z3-finite-boundary	vinary-libcpg-adapter	proofs/required_red/libcpg_manifest/tests/adapter.rs	prop_e7_mf_smt_core_dependency_independence	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-021	manifest-facts	linear work bound	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-LINEAR-WORK-BOUND	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_linear_work_bound	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-022	manifest-facts	constant native stack	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-CONSTANT-NATIVE-STACK	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_constant_native_stack	required-red-before-production	z3-unsat-negative-control
E7-MF-SMT-023	manifest-facts	valid cache witness	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-VALID-CACHE-WITNESS	z3-finite-boundary	libcpg	proofs/required_red/libcpg_manifest/tests/libcpg.rs	prop_e7_mf_smt_valid_cache_witness	required-red-before-production	z3-positive-witness
E7-MF-SMT-024	adapter-boundary	valid many to many witness	smt	proofs/smt/vco-e7-manifest-facts.smt2	E7-MF-SMT-VALID-MANY-TO-MANY-WITNESS	z3-finite-boundary	vinary-libcpg-adapter	proofs/required_red/libcpg_manifest/tests/adapter.rs	prop_e7_mf_smt_valid_many_to_many_witness	required-red-before-production	z3-positive-witness
