id	area	invariant	formalism	artifact	formal_symbol	declaration_kind	proof_strength	property_suite	property_name	implementation_state
E9-SM-004	finite-boundary	approximation retains limitation	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-APPROXIMATION-RETAINS-LIMITATION	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_approximation_retains_limitation	required-red-before-production
E9-SM-005	finite-boundary	composed exact has exact inputs	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-COMPOSED-EXACT-HAS-EXACT-INPUTS	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_composed_exact_has_exact_inputs	required-red-before-production
E9-SM-006	finite-boundary	canonical manifest invariant	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-CANONICAL-MANIFEST-INVARIANT	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_canonical_manifest_invariant	required-red-before-production
E9-SM-007	finite-boundary	stale identity blocks exact	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-STALE-IDENTITY-BLOCKS-EXACT	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_stale_identity_blocks_exact	required-red-before-production
E9-SM-008	finite-boundary	dependent guarantee blocks exact	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-DEPENDENT-GUARANTEE-BLOCKS-EXACT	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_dependent_guarantee_blocks_exact	required-red-before-production
E9-SM-009	finite-boundary	distinct names insufficient	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-DISTINCT-NAMES-INSUFFICIENT	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_distinct_names_insufficient	required-red-before-production
E9-SM-010	finite-boundary	reverse dependency forbidden	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-REVERSE-DEPENDENCY-FORBIDDEN	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_reverse_dependency_forbidden	required-red-before-production
E9-SM-011	finite-boundary	private internals forbidden	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-PRIVATE-INTERNALS-FORBIDDEN	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_private_internals_forbidden	required-red-before-production
E9-SM-012	finite-boundary	release never underflows	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-RELEASE-NEVER-UNDERFLOWS	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_release_never_underflows	required-red-before-production
E9-SM-013	finite-boundary	owner is stable	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-OWNER-IS-STABLE	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_owner_is_stable	required-red-before-production
E9-SM-014	finite-boundary	valid exact witness	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-VALID-EXACT-WITNESS	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_valid_exact_witness	required-red-before-production
E9-SM-015	finite-boundary	valid approximate witness	smt	proofs/smt/vco-e9-provider-boundary.smt2	E9-SMT-VALID-APPROXIMATE-WITNESS	query	z3-finite-boundary	tests/provider_boundary_smt_properties.rs	prop_e9_smt_valid_approximate_witness	required-red-before-production
